id,title,slug,poster_url,director,country,year,film_type,plot,genres,poster_url,combined_features
120,The Bangkokboy Series,the-bangkokboy-series,https://img.ophim.live/uploads/movies/the-bangkokboy-series-thumb.jpg,Chankacha Prathuan,Thái Lan,2025,Phim Bộ,"Sun's quest for vengeance in Bangkok takes a turn when he meets Peace, pulling him into a dangerous mix of love and bloodshed.",Chính Kịch|Hành Động|Phiêu Lưu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/the-bangkokboy-series-thumb.jpg,"The Bangkokboy Series Sun's quest for vengeance in Bangkok takes a turn when he meets Peace, pulling him into a dangerous mix of love and bloodshed. Chính Kịch|Hành Động|Phiêu Lưu Chankacha Prathuan Thái Lan Phim Bộ"
121,Quyền Sủng,quyen-sung,https://img.ophim.live/uploads/movies/quyen-sung-thumb.jpg,Zhang Zhi Wei,Trung Quốc,2025,Phim Bộ,"Triều đại nhà Đại Ninh đang trong tình trạng hỗn loạn. Bùi Thận Chi thay đổi chiếu chỉ của hoàng đế và ủng hộ hoàng đế bù nhìn Ninh Cẩm Nhất lên ngôi. Ninh Cẩm Nhất bề ngoài thì tỏ ra thuận theo, nhưng âm thầm tụ tập sức mạnh để thúc đẩy chính sách mới. Bùi Thận Chi âm thầm giúp đỡ và bị trí tuệ của cô hấp dẫn. Cuối cùng, Ninh Cẩm Nhất đã thanh lọc chiều trính và trở thành nữ đế một thời.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/quyen-sung-thumb.jpg,"Quyền Sủng Triều đại nhà Đại Ninh đang trong tình trạng hỗn loạn. Bùi Thận Chi thay đổi chiếu chỉ của hoàng đế và ủng hộ hoàng đế bù nhìn Ninh Cẩm Nhất lên ngôi. Ninh Cẩm Nhất bề ngoài thì tỏ ra thuận theo, nhưng âm thầm tụ tập sức mạnh để thúc đẩy chính sách mới. Bùi Thận Chi âm thầm giúp đỡ và bị trí tuệ của cô hấp dẫn. Cuối cùng, Ninh Cẩm Nhất đã thanh lọc chiều trính và trở thành nữ đế một thời. Chính Kịch Zhang Zhi Wei Trung Quốc Phim Bộ"
122,Thiên Kim Bá Đạo,thien-kim-ba-dao,https://img.ophim.live/uploads/movies/thien-kim-ba-dao-thumb.jpg,Wang Yi Wei,Trung Quốc,2022,Phim Bộ,"Súc Diệp bất ngờ bị tai nạn ô tô, khi tỉnh dậy, cô thấy mình trở thành tiểu thư kiêu ngạo của một gia đình giàu có. Súc Diệp nghĩ rằng chỉ cần cô tác hợp cho tổng tài Mộ Thần và tiểu thư Uyển Tình thì bản thân có thể trở về như lúc đầu. Tuy nhiên, sau những thất bại liên tiếp, Súc Diệp nhận ra rằng mình chỉ có thể rời đi sau khi hoàn thành những chuyện liên quan đến duyên phận tình cảm và sự nghiệp. Đang trong quá trình thăng cấp, cô đột nhiên phát hiện Mộ Thần bên cạnh mình từ một con người lạnh lùng biến thành một người chu đáo, rất ân cần, giống như hai người đã quen biết nhau nhiều năm. Hóa ra Súc Diệp bị hôn mê sau một vụ tai nạn xe hơi và được điều trị bằng công nghệ điện não, Mộ Thần cũng tiến vào thế giới điện não để đánh thức cô. Với sự nỗ lực của Mộ Thần, cuối cùng Súc Diệp cũng tỉnh dậy. Cuối cùng, cả hai tiếp tục cuộc giải cứu và bảo vệ trong thế giới viễn tưởng và tiếp tục câu chuyện tình yêu của họ ở thế giới thực.",Tâm Lý,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/thien-kim-ba-dao-thumb.jpg,"Thiên Kim Bá Đạo Súc Diệp bất ngờ bị tai nạn ô tô, khi tỉnh dậy, cô thấy mình trở thành tiểu thư kiêu ngạo của một gia đình giàu có. Súc Diệp nghĩ rằng chỉ cần cô tác hợp cho tổng tài Mộ Thần và tiểu thư Uyển Tình thì bản thân có thể trở về như lúc đầu. Tuy nhiên, sau những thất bại liên tiếp, Súc Diệp nhận ra rằng mình chỉ có thể rời đi sau khi hoàn thành những chuyện liên quan đến duyên phận tình cảm và sự nghiệp. Đang trong quá trình thăng cấp, cô đột nhiên phát hiện Mộ Thần bên cạnh mình từ một con người lạnh lùng biến thành một người chu đáo, rất ân cần, giống như hai người đã quen biết nhau nhiều năm. Hóa ra Súc Diệp bị hôn mê sau một vụ tai nạn xe hơi và được điều trị bằng công nghệ điện não, Mộ Thần cũng tiến vào thế giới điện não để đánh thức cô. Với sự nỗ lực của Mộ Thần, cuối cùng Súc Diệp cũng tỉnh dậy. Cuối cùng, cả hai tiếp tục cuộc giải cứu và bảo vệ trong thế giới viễn tưởng và tiếp tục câu chuyện tình yêu của họ ở thế giới thực. Tâm Lý Wang Yi Wei Trung Quốc Phim Bộ"
123,Danh Sách Đen (Phần 9),danh-sach-den-phan-9,https://img.ophim.live/uploads/movies/danh-sach-den-phan-9-thumb.jpg,Jon Bokenkamp,Âu Mỹ,2022,Phim Bộ,"Nội dung câu chuyện bắt đầu với cựu đặc vụ của chính phủ Raymond ""Red"" Reddington (do James Spader thủ vai) là mục tiêu truy nã hàng đầu của FBI trong cả thập kỷ đột ngột tới FBI tự nguyện đầu thú, đề nghị hỗ trợ bắt tên khủng bố tưởng đã chết từ lâu - Ranko Zamani, với điều kiện chỉ nói chuyện với duy nhất Elizabeth “Liz” Keen - một hồ sơ viên mới của FBI",Hành Động|Hình Sự|Phiêu Lưu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/danh-sach-den-phan-9-thumb.jpg,"Danh Sách Đen (Phần 9) Nội dung câu chuyện bắt đầu với cựu đặc vụ của chính phủ Raymond ""Red"" Reddington (do James Spader thủ vai) là mục tiêu truy nã hàng đầu của FBI trong cả thập kỷ đột ngột tới FBI tự nguyện đầu thú, đề nghị hỗ trợ bắt tên khủng bố tưởng đã chết từ lâu - Ranko Zamani, với điều kiện chỉ nói chuyện với duy nhất Elizabeth “Liz” Keen - một hồ sơ viên mới của FBI Hành Động|Hình Sự|Phiêu Lưu Jon Bokenkamp Âu Mỹ Phim Bộ"
124,She Said,she-said,https://img.ophim.live/uploads/movies/she-said-thumb.jpg,Maria Schrader,Âu Mỹ,2022,Phim Lẻ,Các phóng viên Megan Twohey và Jodi Kantor của New York Times đã phá vỡ một trong những câu chuyện quan trọng nhất trong cả một thế hệ — câu chuyện giúp phát động phong trào #MeToo và phá vỡ hàng thập kỷ im lặng xung quanh chủ đề tấn công tình dục ở Hollywood.,Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/she-said-thumb.jpg,She Said Các phóng viên Megan Twohey và Jodi Kantor của New York Times đã phá vỡ một trong những câu chuyện quan trọng nhất trong cả một thế hệ — câu chuyện giúp phát động phong trào #MeToo và phá vỡ hàng thập kỷ im lặng xung quanh chủ đề tấn công tình dục ở Hollywood. Chính Kịch Maria Schrader Âu Mỹ Phim Lẻ
125,Ngự Giao Ký (Phần 2): Kháp Tự Cố Nhân Quy,ngu-giao-ky-khap-tu-co-nhan-quy,https://img.ophim.live/uploads/movies/ngu-giao-ky-khap-tu-co-nhan-quy-thumb.jpg,Chu Duệ Bân,Trung Quốc,2022,Phim Bộ,"Công chúa Thuận Đức trong 1 lần tình cờ săn được một giao nhân và muốn tìm người thuần hóa nó. Công chúa đã đặt ra 3 nguyện vọng, một là ngự yêu kia phải mở miệng nói tiếng người, hai là ngự yêu bỏ đuôi thành chân, ba là không bao giờ phản nghịch. Thế nhân đều biết, phía Đông ngự yêu đảo, phía Tây ngự yêu sơn, phía Nam ngự yêu cốc cùng với phía Bắc ngự yêu đài là bốn nơi duy nhất trên thế gian còn những người có khả năng thuần ngự yêu sống sót. Mà phía Nam ngự yêu cốc chính là nơi ở của những ngự yêu sư mạnh nhất trong thiên hạ.Kỷ Vân Hòa - 1 ngự yêu sư cao thâm nhưng lại bị mê hoặc bởi người cá Trường Ý. Mọi chuyện bắt đầu khi Trường Ý đến Ngự Yêu cốc, Trường Ý bị nhốt ở Ngự Yêu Cốc ngày ngày bị tra tấn, dùng khổ hình khắc nghiệt. Khi bị giam trong cốc chịu đủ mọi khổ hình thì chỉ có duy nhất Kỷ Vân Hòa thường xuyên đến chăm sóc bôi thuốc cho mình, từ đó trong trái tim Trường Ý chỉ có một mình Kỷ Vân Hòa. Sau này khi biến cố xảy ra, Trường Ý cũng vì muốn cứu Kỷ Vân Hòa mà chặt đi đuôi cá của mình để biến thành đôi chân.Nữ chính Kỷ Vân Hòa là cô gái khao khát tự do, không muốn tranh đoạt, đối với cô ấy Ngự Yêu Cốc chính nhà tù giam hãm mình vì vậy nên cô ấy rất đồng cảm với nam chính Trường Ý,muốn giúp nam chính thoát khỏi chốn địa ngục, trở về với biển cả tự do. Sau này, vì muốn giúp Trường Ý thoát khỏi xiềng xích trói buộc mà bày mưu tính kế lừa gạt Trường Ý, nói với chàng rằng tất cả tình cảm của của nàng dành cho Trường Ý từ đầu đến cuối chỉ là giả.. khiến cho Trường Ý tuyệt vọng rời đi.Sau 6 năm gặp lại, Trường Ý trở thành một Tôn chủ cao cao tại thượng chống lại triều đình, mà Kỷ Vân Hòa lại trở thành một kẻ cạn kiệt sinh lực chỉ đợi ngày chết đi.",Cổ Trang|Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/ngu-giao-ky-khap-tu-co-nhan-quy-thumb.jpg,"Ngự Giao Ký (Phần 2): Kháp Tự Cố Nhân Quy Công chúa Thuận Đức trong 1 lần tình cờ săn được một giao nhân và muốn tìm người thuần hóa nó. Công chúa đã đặt ra 3 nguyện vọng, một là ngự yêu kia phải mở miệng nói tiếng người, hai là ngự yêu bỏ đuôi thành chân, ba là không bao giờ phản nghịch. Thế nhân đều biết, phía Đông ngự yêu đảo, phía Tây ngự yêu sơn, phía Nam ngự yêu cốc cùng với phía Bắc ngự yêu đài là bốn nơi duy nhất trên thế gian còn những người có khả năng thuần ngự yêu sống sót. Mà phía Nam ngự yêu cốc chính là nơi ở của những ngự yêu sư mạnh nhất trong thiên hạ.Kỷ Vân Hòa - 1 ngự yêu sư cao thâm nhưng lại bị mê hoặc bởi người cá Trường Ý. Mọi chuyện bắt đầu khi Trường Ý đến Ngự Yêu cốc, Trường Ý bị nhốt ở Ngự Yêu Cốc ngày ngày bị tra tấn, dùng khổ hình khắc nghiệt. Khi bị giam trong cốc chịu đủ mọi khổ hình thì chỉ có duy nhất Kỷ Vân Hòa thường xuyên đến chăm sóc bôi thuốc cho mình, từ đó trong trái tim Trường Ý chỉ có một mình Kỷ Vân Hòa. Sau này khi biến cố xảy ra, Trường Ý cũng vì muốn cứu Kỷ Vân Hòa mà chặt đi đuôi cá của mình để biến thành đôi chân.Nữ chính Kỷ Vân Hòa là cô gái khao khát tự do, không muốn tranh đoạt, đối với cô ấy Ngự Yêu Cốc chính nhà tù giam hãm mình vì vậy nên cô ấy rất đồng cảm với nam chính Trường Ý,muốn giúp nam chính thoát khỏi chốn địa ngục, trở về với biển cả tự do. Sau này, vì muốn giúp Trường Ý thoát khỏi xiềng xích trói buộc mà bày mưu tính kế lừa gạt Trường Ý, nói với chàng rằng tất cả tình cảm của của nàng dành cho Trường Ý từ đầu đến cuối chỉ là giả.. khiến cho Trường Ý tuyệt vọng rời đi.Sau 6 năm gặp lại, Trường Ý trở thành một Tôn chủ cao cao tại thượng chống lại triều đình, mà Kỷ Vân Hòa lại trở thành một kẻ cạn kiệt sinh lực chỉ đợi ngày chết đi. Cổ Trang|Tình Cảm Chu Duệ Bân Trung Quốc Phim Bộ"
126,Tiệm Cà Phê Mỹ Nam,tiem-ca-phe-my-nam,https://img.ophim.live/uploads/movies/tiem-ca-phe-my-nam-thumb.jpg,Ko Jae Hyun,Hàn Quốc,2022,Phim Bộ,"Seo In-guk hóa thân thành Nam Han Jun, một pháp sư tà giáo, nguyên là cựu hồ sơ viên, thể hiện một nhân vật có tính cách mạnh mẽ với mái tóc bồng bềnh, gu thời trang sành điệu cùng sự quyến rũ sắc sảo. Oh Yeon-seo trong vai Han Jae Hee, một thám tử thuộc đội điều tra tội phạm bạo lực với khả năng điều tra thần tốc và nhạy bén. Kwon Soo Hyun trong vai Cha Do Won, một công tố viên không bao giờ bỏ sót bất cứ điều gì dự kiến sẽ chiếm được trái tim khán giả.""Seo In Guk, Oh Yeon Seo và Kwon Soo Hyun sẽ mang đến một sự kết hợp vô cùng thú vị, đan xen giữa sự lãng mạn và đối địch. Mời các bạn đón xem câu chuyện của những người tạo nên tiếng cười, sự hào hứng và cả những màn trình diễn hồi hộp gay cấn ”.",Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/tiem-ca-phe-my-nam-thumb.jpg,"Tiệm Cà Phê Mỹ Nam Seo In-guk hóa thân thành Nam Han Jun, một pháp sư tà giáo, nguyên là cựu hồ sơ viên, thể hiện một nhân vật có tính cách mạnh mẽ với mái tóc bồng bềnh, gu thời trang sành điệu cùng sự quyến rũ sắc sảo. Oh Yeon-seo trong vai Han Jae Hee, một thám tử thuộc đội điều tra tội phạm bạo lực với khả năng điều tra thần tốc và nhạy bén. Kwon Soo Hyun trong vai Cha Do Won, một công tố viên không bao giờ bỏ sót bất cứ điều gì dự kiến sẽ chiếm được trái tim khán giả.""Seo In Guk, Oh Yeon Seo và Kwon Soo Hyun sẽ mang đến một sự kết hợp vô cùng thú vị, đan xen giữa sự lãng mạn và đối địch. Mời các bạn đón xem câu chuyện của những người tạo nên tiếng cười, sự hào hứng và cả những màn trình diễn hồi hộp gay cấn ”. Tình Cảm Ko Jae Hyun Hàn Quốc Phim Bộ"
127,Cậu bé mất tích (Phần 4),cau-be-mat-tich-phan-4,https://img.ophim.live/uploads/movies/cau-be-mat-tich-phan-4-thumb.jpg,Đang cập nhật,Âu Mỹ,2022,Phim Bộ,"Bóng tối trở lại Hawkins vào đúng kỳ nghỉ xuân, khơi mào nỗi kinh hoàng mới, những ký ức đáng ngại và mối đe dọa đáng sợ mới.",Khoa Học|Kinh Dị|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/cau-be-mat-tich-phan-4-thumb.jpg,"Cậu bé mất tích (Phần 4) Bóng tối trở lại Hawkins vào đúng kỳ nghỉ xuân, khơi mào nỗi kinh hoàng mới, những ký ức đáng ngại và mối đe dọa đáng sợ mới. Khoa Học|Kinh Dị|Viễn Tưởng Đang cập nhật Âu Mỹ Phim Bộ"
128,Quy Tắc Của Quý Cô,quy-tac-cua-quy-co,https://img.ophim.live/uploads/movies/quy-tac-cua-quy-co-thumb.jpg,Đang cập nhật,Trung Quốc,2022,Phim Bộ,"Nội dung chủ yếu của phim là về các vụ án, vượt mọi chông gai hướng đến chân tướng, bảo vệ sự cân bằng của tình lý và pháp lý, bảo vệ công bằng và chính nghĩa, luật chính ôn tình thể hiện rõ nhân tính quang minh.",Tâm Lý|Tình Cảm,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/quy-tac-cua-quy-co-thumb.jpg,"Quy Tắc Của Quý Cô Nội dung chủ yếu của phim là về các vụ án, vượt mọi chông gai hướng đến chân tướng, bảo vệ sự cân bằng của tình lý và pháp lý, bảo vệ công bằng và chính nghĩa, luật chính ôn tình thể hiện rõ nhân tính quang minh. Tâm Lý|Tình Cảm Đang cập nhật Trung Quốc Phim Bộ"
129,Giấc Mơ Mỹ (Phần 2),giac-mo-my-phan-2,https://img.ophim.live/uploads/movies/giac-mo-my-phan-2-thumb.jpg,Rowan Athale,Âu Mỹ,2022,Phim Bộ,"Lấy bối cảnh ở một tương lai đen tối, nơi nước Mỹ bị phá sản và biến thành vùng chiến sự, một cựu Biệt động quân được một tỷ phú châu Á thuê để tìm con gái của mình. Cùng với người chị có tay nghề cao của người phụ nữ mất tích đi cùng, anh ta phải điều hướng trong bóng tối cơ sở của Little America, một thành phố có tường bao quanh trong một thành phố ở Hồng Kông, nơi nhiều người Mỹ đã chạy trốn.",Bí Ẩn|Hành Động|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/giac-mo-my-phan-2-thumb.jpg,"Giấc Mơ Mỹ (Phần 2) Lấy bối cảnh ở một tương lai đen tối, nơi nước Mỹ bị phá sản và biến thành vùng chiến sự, một cựu Biệt động quân được một tỷ phú châu Á thuê để tìm con gái của mình. Cùng với người chị có tay nghề cao của người phụ nữ mất tích đi cùng, anh ta phải điều hướng trong bóng tối cơ sở của Little America, một thành phố có tường bao quanh trong một thành phố ở Hồng Kông, nơi nhiều người Mỹ đã chạy trốn. Bí Ẩn|Hành Động|Viễn Tưởng Rowan Athale Âu Mỹ Phim Bộ"
130,Amsterdam: Vụ Án Mạng Kỳ Bí,amsterdam-vu-an-mang-ky-bi,https://img.ophim.live/uploads/movies/amsterdam-vu-an-mang-ky-bi-thumb.jpg,David O. Russell,Âu Mỹ,2022,Phim Lẻ,"Một bác sĩ, một y tá và một luật sư trở thành nghi phạm hàng đầu trong một vụ án mạng mà họ chứng kiến. Giải mã một trong những vụ án kinh thiên động địa nhất trong lịch sử nước Mỹ với sự tham gia diễn xuất của Christian Bale, John David Washington và Margot Robbie.",Bí Ẩn|Chính Kịch|Hài Hước|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/amsterdam-vu-an-mang-ky-bi-thumb.jpg,"Amsterdam: Vụ Án Mạng Kỳ Bí Một bác sĩ, một y tá và một luật sư trở thành nghi phạm hàng đầu trong một vụ án mạng mà họ chứng kiến. Giải mã một trong những vụ án kinh thiên động địa nhất trong lịch sử nước Mỹ với sự tham gia diễn xuất của Christian Bale, John David Washington và Margot Robbie. Bí Ẩn|Chính Kịch|Hài Hước|Hình Sự David O. Russell Âu Mỹ Phim Lẻ"
131,Cách hủy hoại Giáng sinh (Phần 3),cach-huy-hoai-giang-sinh-phan-3,https://img.ophim.live/uploads/movies/cach-huy-hoai-giang-sinh-phan-3-thumb.jpg,Johnny Barbuzano,Nam Phi,2022,Phim Bộ,"Sau hai Giáng sinh hỗn loạn, liệu các gia đình Sello và Twala có thể gạt bỏ những bất đồng để chào đón con đầu lòng của Beauty và Sbu?",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/cach-huy-hoai-giang-sinh-phan-3-thumb.jpg,"Cách hủy hoại Giáng sinh (Phần 3) Sau hai Giáng sinh hỗn loạn, liệu các gia đình Sello và Twala có thể gạt bỏ những bất đồng để chào đón con đầu lòng của Beauty và Sbu? Chính Kịch Johnny Barbuzano Nam Phi Phim Bộ"
132,CAT,cat,https://img.ophim.live/uploads/movies/cat-thumb.jpg,Đang cập nhật,Ấn Độ,2022,Phim Bộ,"Sống với bí danh, một kẻ từng chỉ điểm cho cảnh sát được triệu tập để thâm nhập đế chế ma túy lớn rồi lật mở mối liên hệ nguy hiểm với quá khứ đen tối của chính anh.",Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/cat-thumb.jpg,"CAT Sống với bí danh, một kẻ từng chỉ điểm cho cảnh sát được triệu tập để thâm nhập đế chế ma túy lớn rồi lật mở mối liên hệ nguy hiểm với quá khứ đen tối của chính anh. Chính Kịch Đang cập nhật Ấn Độ Phim Bộ"
133,Dragon Age: Xá tội,dragon-age-xa-toi,https://img.ophim.live/uploads/movies/dragon-age-xa-toi-thumb.jpg,Đang cập nhật,Âu Mỹ,2022,Phim Hoạt Hình,"Khi sức mạnh to lớn đang bị đe dọa, một nhóm gồm những kẻ lạc loài phải hợp sức để cướp một cổ vật từ tay pháp sư hiểm ác. Phim dựa trên thương hiệu trò chơi điện tử của BioWare.",Hành Động,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/dragon-age-xa-toi-thumb.jpg,"Dragon Age: Xá tội Khi sức mạnh to lớn đang bị đe dọa, một nhóm gồm những kẻ lạc loài phải hợp sức để cướp một cổ vật từ tay pháp sư hiểm ác. Phim dựa trên thương hiệu trò chơi điện tử của BioWare. Hành Động Đang cập nhật Âu Mỹ Phim Hoạt Hình"
134,Nét vẽ cong của Thiên Chúa,net-ve-cong-cua-thien-chua,https://img.ophim.live/uploads/movies/net-ve-cong-cua-thien-chua-thumb.jpg,Oriol Paulo,Tây Ban Nha,2022,Phim Lẻ,"Tuyên bố mình mắc chứng hoang tưởng, một thám tử tư nhập viện ở bệnh viện tâm thần để điều tra cái chết bí ẩn của một bệnh nhân khác.",Bí Ẩn|Chính Kịch,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/net-ve-cong-cua-thien-chua-thumb.jpg,"Nét vẽ cong của Thiên Chúa Tuyên bố mình mắc chứng hoang tưởng, một thám tử tư nhập viện ở bệnh viện tâm thần để điều tra cái chết bí ẩn của một bệnh nhân khác. Bí Ẩn|Chính Kịch Oriol Paulo Tây Ban Nha Phim Lẻ"
135,Giáng sinh tại thiên đường,giang-sinh-tai-thien-duong,https://img.ophim.live/uploads/movies/giang-sinh-tai-thien-duong-thumb.jpg,Đang cập nhật,Âu Mỹ,2022,Phim Lẻ,"Kế hoạch của Joanna cho một kỳ nghỉ yên tĩnh, ấm cúng tan thành mây khói khi các chị gái của cô gọi điện thông báo rằng bố của họ đã bị vị hôn thê bỏ rơi và đã biến mất đến Nevis, một hòn đảo nhỏ ở Caribe, và không trả lời bất kỳ cuộc gọi nào. Hai chị em quyết định lên đảo để cứu cha và đưa ông về nhà đón Giáng sinh. Gia đình Giáng sinh mới được kết nối lại có thể sống sót qua một Giáng sinh điên rồ không?",Chính Kịch|Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/giang-sinh-tai-thien-duong-thumb.jpg,"Giáng sinh tại thiên đường Kế hoạch của Joanna cho một kỳ nghỉ yên tĩnh, ấm cúng tan thành mây khói khi các chị gái của cô gọi điện thông báo rằng bố của họ đã bị vị hôn thê bỏ rơi và đã biến mất đến Nevis, một hòn đảo nhỏ ở Caribe, và không trả lời bất kỳ cuộc gọi nào. Hai chị em quyết định lên đảo để cứu cha và đưa ông về nhà đón Giáng sinh. Gia đình Giáng sinh mới được kết nối lại có thể sống sót qua một Giáng sinh điên rồ không? Chính Kịch|Hài Hước Đang cập nhật Âu Mỹ Phim Lẻ"
136,Chip và Potato: Kỳ nghỉ của Chip,chip-va-potato-ky-nghi-cua-chip,https://img.ophim.live/uploads/movies/chip-va-potato-ky-nghi-cua-chip-thumb.jpg,Đang cập nhật,Canada,2022,Phim Hoạt Hình,"Khi dừa rụng khiến mọi người thức trắng đêm vào kỳ nghỉ, Chip và Potato nảy ra một kế hoạch để giúp cả nhà có giấc ngủ thật ngon!",Gia Đình,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/chip-va-potato-ky-nghi-cua-chip-thumb.jpg,"Chip và Potato: Kỳ nghỉ của Chip Khi dừa rụng khiến mọi người thức trắng đêm vào kỳ nghỉ, Chip và Potato nảy ra một kế hoạch để giúp cả nhà có giấc ngủ thật ngon! Gia Đình Đang cập nhật Canada Phim Hoạt Hình"
137,Phi vụ triệu đô: Hàn Quốc,phi-vu-trieu-do-han-quoc,https://img.ophim.live/uploads/movies/phi-vu-trieu-do-han-quoc-thumb.jpg,Đang cập nhật,Hàn Quốc,2022,Phim Bộ,Vị Giáo sư bí ẩn tập hợp một nhóm các cao thủ trộm đạo từ cả miền Bắc lẫn miền Nam để đánh cắp loại tiền mới của đất nước Hàn Quốc sắp thống nhất.,Hành Động|Hình Sự,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/phi-vu-trieu-do-han-quoc-thumb.jpg,Phi vụ triệu đô: Hàn Quốc Vị Giáo sư bí ẩn tập hợp một nhóm các cao thủ trộm đạo từ cả miền Bắc lẫn miền Nam để đánh cắp loại tiền mới của đất nước Hàn Quốc sắp thống nhất. Hành Động|Hình Sự Đang cập nhật Hàn Quốc Phim Bộ
138,Cô Bé Hawa,co-be-hawa,https://img.ophim.live/uploads/movies/co-be-hawa-thumb.jpg,Maïmouna Doucouré,Âu Mỹ,2022,Phim Lẻ,Hầu hết chúng ta đều mơ ước trở thành con của người nổi tiếng mà mình yêu thích. Nhưng Hawa rất nghiêm túc. Cô bé mắc bệnh bạch tạng mong muốn được Michelle Obama nhận làm con nuôi. Lý do của cô ấy là gì? Tại sao cô ấy muốn rời khỏi nhà của mình? Câu chuyện dựa trên bộ phim Hawa của Pháp . Bộ phim ra mắt trên Amazon Prime Video và phimmoi vào ngày 9 tháng 12 .,Hài Hước,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/co-be-hawa-thumb.jpg,Cô Bé Hawa Hầu hết chúng ta đều mơ ước trở thành con của người nổi tiếng mà mình yêu thích. Nhưng Hawa rất nghiêm túc. Cô bé mắc bệnh bạch tạng mong muốn được Michelle Obama nhận làm con nuôi. Lý do của cô ấy là gì? Tại sao cô ấy muốn rời khỏi nhà của mình? Câu chuyện dựa trên bộ phim Hawa của Pháp . Bộ phim ra mắt trên Amazon Prime Video và phimmoi vào ngày 9 tháng 12 . Hài Hước Maïmouna Doucouré Âu Mỹ Phim Lẻ
139,Harry và Meghan,harry-va-meghan,https://img.ophim.live/uploads/movies/harry-va-meghan-thumb.jpg,Đang cập nhật,Âu Mỹ,2022,Phim Bộ,"Từ giai đoạn tìm hiểu nhau cho đến khi rời khỏi cuộc sống hoàng gia, Harry và Meghan chia sẻ cuộc hành trình phức tạp của họ trong loạt phim tài liệu này.",Tài Liệu,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/harry-va-meghan-thumb.jpg,"Harry và Meghan Từ giai đoạn tìm hiểu nhau cho đến khi rời khỏi cuộc sống hoàng gia, Harry và Meghan chia sẻ cuộc hành trình phức tạp của họ trong loạt phim tài liệu này. Tài Liệu Đang cập nhật Âu Mỹ Phim Bộ"
140,Cung Điện Ma Ám,cung-dien-ma-am,https://img.ophim.live/uploads/movies/cung-dien-ma-am-thumb.jpg,Yun Seong-sik,Hàn Quốc,2025,Phim Bộ,"Sinh ra với năng lực pháp sư mà nàng từ chối chấp nhận, nữ nhân nọ xoay xở với món quà của mình để giải thoát cung điện Joseon khỏi ác linh và cứu mối tình đầu của mình.&nbsp;",Chính Kịch|Khoa Học|Viễn Tưởng,http://localhost:5173/images/movies/https://img.ophim.live/uploads/movies/cung-dien-ma-am-thumb.jpg,"Cung Điện Ma Ám Sinh ra với năng lực pháp sư mà nàng từ chối chấp nhận, nữ nhân nọ xoay xở với món quà của mình để giải thoát cung điện Joseon khỏi ác linh và cứu mối tình đầu của mình.&nbsp; Chính Kịch|Khoa Học|Viễn Tưởng Yun Seong-sik Hàn Quốc Phim Bộ"
